location_scope,location_name,time_breakdown,breakdown,attribute,value,date
pagasa_station,"CATARMAN, NORTHERN SAMAR",August,month,sea_lvl_pressure_mbs_high,1014.8,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",August,month,sea_lvl_pressure_mbs_low,993.8,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",August,month,strongest_winds,43 at NW,08-12-1987
pagasa_station,"CATARMAN, NORTHERN SAMAR",August,month,temp_high,37.1,
pagasa_station,"CATARMAN, NORTHERN SAMAR",August,month,temp_low,20.6,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,rainfall_mm,605.5,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,sea_lvl_pressure_mbs_high,1020.4,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,sea_lvl_pressure_mbs_low,971.0,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,strongest_winds,47 at NW,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,temp_high,34.3,
pagasa_station,"CATARMAN, NORTHERN SAMAR",December,month,temp_low,18.2,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,rainfall_mm,338.8,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,sea_lvl_pressure_mbs_high,1020.5,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,sea_lvl_pressure_mbs_low,998.5,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,strongest_winds,26 at NW,02-25-1970
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,temp_high,34.0,
pagasa_station,"CATARMAN, NORTHERN SAMAR",February,month,temp_low,17.2,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,rainfall_mm,328.6,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,sea_lvl_pressure_mbs_high,1021.0,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,sea_lvl_pressure_mbs_low,996.2,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,strongest_winds,22 at NE,01-04-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,temp_high,34.2,
pagasa_station,"CATARMAN, NORTHERN SAMAR",January,month,temp_low,16.9,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,rainfall_mm,265.2,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,sea_lvl_pressure_mbs_high,1020.5,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,sea_lvl_pressure_mbs_low,1002.3,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,strongest_winds,18 at N,03-01-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,temp_high,35.4,
pagasa_station,"CATARMAN, NORTHERN SAMAR",March,month,temp_low,17.6,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,rainfall_mm,377.4,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,sea_lvl_pressure_mbs_high,1016.3,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,sea_lvl_pressure_mbs_low,973.9,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,strongest_winds,35 at NE,05-14-2020
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,temp_high,37.7,
pagasa_station,"CATARMAN, NORTHERN SAMAR",May,month,temp_low,20.0,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,rainfall_mm,618.8,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,sea_lvl_pressure_mbs_high,1017.7,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,sea_lvl_pressure_mbs_low,980.5,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,strongest_winds,54 at NE,11-03-1967
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,temp_high,36.0,
pagasa_station,"CATARMAN, NORTHERN SAMAR",November,month,temp_low,17.8,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,rainfall_mm,276.6,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,sea_lvl_pressure_mbs_high,1016.6,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,sea_lvl_pressure_mbs_low,979.5,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,strongest_winds,28 at SSW,10-27-2000
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,temp_high,35.5,
pagasa_station,"CATARMAN, NORTHERN SAMAR",October,month,temp_low,19.9,12-06-1993
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,rainfall_mm,304.3,12-18-1988
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,sea_lvl_pressure_mbs_high,1015.6,12-25-1981
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,sea_lvl_pressure_mbs_low,997.8,12-27-2001
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,strongest_winds,27 at WSW,09-27-2006
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,temp_high,37.5,
pagasa_station,"CATARMAN, NORTHERN SAMAR",September,month,temp_low,19.4,12-06-1993
pagasa_station,"CATBALOGAN, WESTERN SAMAR",August,month,temp_high,36.0,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,rainfall_mm,242.0,01-08-1949
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,sea_lvl_pressure_mbs_high,1019.6,11-03-1967
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,sea_lvl_pressure_mbs_low,1001.0,01-18-1959
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,strongest_winds,18 at W,02-24-1970
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,temp_high,36.0,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",February,month,temp_low,17.0,06-09-1983
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,rainfall_mm,303.0,01-08-1949
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,sea_lvl_pressure_mbs_high,1020.2,11-03-1967
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,sea_lvl_pressure_mbs_low,1001.5,01-18-1959
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,strongest_winds,24 at ENE,03-08-1973
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,temp_high,37.0,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",March,month,temp_low,18.1,06-09-1983
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,rainfall_mm,384.3,01-08-1949
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,sea_lvl_pressure_mbs_high,1015.8,11-03-1967
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,sea_lvl_pressure_mbs_low,976.2,01-18-1959
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,strongest_winds,22 at NE,05-15-1966
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,temp_high,37.9,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",May,month,temp_low,20.8,06-09-1983
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,rainfall_mm,291.3,01-08-1949
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,sea_lvl_pressure_mbs_high,1016.6,11-03-1967
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,sea_lvl_pressure_mbs_low,976.2,01-18-1959
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,strongest_winds,30 at S,10-24-1988
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,temp_high,35.9,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",October,month,temp_low,20.6,06-09-1983
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,rainfall_mm,227.6,01-08-1949
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,sea_lvl_pressure_mbs_high,1015.0,11-03-1967
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,sea_lvl_pressure_mbs_low,996.4,01-18-1959
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,strongest_winds,21 at W,09-26-1978
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,temp_high,36.4,
pagasa_station,"CATBALOGAN, WESTERN SAMAR",September,month,temp_low,21.1,06-09-1983
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,rainfall_mm,66.4,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,sea_lvl_pressure_mbs_high,1018.6,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,sea_lvl_pressure_mbs_low,1003.3,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,strongest_winds,30 at NNW,04-10-1999
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,temp_high,37.1,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",April,month,temp_low,19.5,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,rainfall_mm,186.8,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,sea_lvl_pressure_mbs_high,1016.0,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,sea_lvl_pressure_mbs_low,998.5,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,strongest_winds,24 at WSW,08-06-2011
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,temp_high,35.4,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",August,month,temp_low,21.7,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,rainfall_mm,112.2,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,sea_lvl_pressure_mbs_high,1023.2,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,sea_lvl_pressure_mbs_low,995.4,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,strongest_winds,22 at N,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,temp_high,34.2,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",December,month,temp_low,17.0,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,rainfall_mm,63.4,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,sea_lvl_pressure_mbs_high,1023.1,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,sea_lvl_pressure_mbs_low,1005.6,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,strongest_winds,17 at E,02-17-2013
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,temp_high,34.9,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",February,month,temp_low,16.9,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,rainfall_mm,75.2,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,sea_lvl_pressure_mbs_high,1022.7,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,sea_lvl_pressure_mbs_low,1004.2,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,strongest_winds,17 at NE,01-02-2009
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,temp_high,33.5,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",January,month,temp_low,15.8,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,rainfall_mm,55.6,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,sea_lvl_pressure_mbs_high,1023.3,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,sea_lvl_pressure_mbs_low,1001.9,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,strongest_winds,18 at W,03-07-2011
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,temp_high,36.7,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",March,month,temp_low,17.9,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,rainfall_mm,129.0,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,sea_lvl_pressure_mbs_high,1016.9,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,sea_lvl_pressure_mbs_low,998.8,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,strongest_winds,23 at W,05-25-2007
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,temp_high,38.3,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",May,month,temp_low,19.8,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,rainfall_mm,119.6,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,sea_lvl_pressure_mbs_high,1018.7,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,sea_lvl_pressure_mbs_low,1000.0,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,strongest_winds,28 at NW,11-21-2009
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,temp_high,34.8,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",November,month,temp_low,17.4,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,rainfall_mm,188.6,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,sea_lvl_pressure_mbs_high,1017.2,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,sea_lvl_pressure_mbs_low,983.8,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,strongest_winds,32 at S,10-23-1998
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,temp_high,35.6,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",October,month,temp_low,18.1,12-13-2023
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,rainfall_mm,208.0,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,sea_lvl_pressure_mbs_high,1016.9,12-03-2019
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,sea_lvl_pressure_mbs_low,993.2,12-27-2001
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,strongest_winds,26 at S,09-15-2018
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,temp_high,36.4,
pagasa_station,"CLARK INTERNATIONAL AIRPORT, PAMPANGA",September,month,temp_low,20.0,12-13-2023
pagasa_station,"CORON, PALAWAN",April,month,rainfall_mm,81.8,01-15-1974
pagasa_station,"CORON, PALAWAN",April,month,sea_lvl_pressure_mbs_high,1021.2,11-13-1990
pagasa_station,"CORON, PALAWAN",April,month,sea_lvl_pressure_mbs_low,1003.5,05-28-1950
pagasa_station,"CORON, PALAWAN",April,month,strongest_winds,16 at E,04-12-1986
pagasa_station,"CORON, PALAWAN",April,month,temp_high,37.6,
pagasa_station,"CORON, PALAWAN",April,month,temp_low,14.0,04-29-2003
pagasa_station,"CORON, PALAWAN",February,month,rainfall_mm,131.2,01-15-1974
pagasa_station,"CORON, PALAWAN",February,month,sea_lvl_pressure_mbs_high,1019.8,11-13-1990
pagasa_station,"CORON, PALAWAN",February,month,sea_lvl_pressure_mbs_low,1001.5,05-28-1950
pagasa_station,"CORON, PALAWAN",February,month,strongest_winds,18 at N,02-01-2014
pagasa_station,"CORON, PALAWAN",February,month,temp_high,36.1,
pagasa_station,"CORON, PALAWAN",February,month,temp_low,13.3,04-29-2003
pagasa_station,"CORON, PALAWAN",January,month,rainfall_mm,103.9,01-15-1974
pagasa_station,"CORON, PALAWAN",January,month,sea_lvl_pressure_mbs_high,1019.4,11-13-1990
pagasa_station,"CORON, PALAWAN",January,month,sea_lvl_pressure_mbs_low,1001.7,05-28-1950
pagasa_station,"CORON, PALAWAN",January,month,strongest_winds,22 at SE,01-25-1975
pagasa_station,"CORON, PALAWAN",January,month,temp_high,36.4,
pagasa_station,"CORON, PALAWAN",January,month,temp_low,12.2,04-29-2003
pagasa_station,"CORON, PALAWAN",March,month,rainfall_mm,56.2,01-15-1974
pagasa_station,"CORON, PALAWAN",March,month,sea_lvl_pressure_mbs_high,1019.5,11-13-1990
pagasa_station,"CORON, PALAWAN",March,month,sea_lvl_pressure_mbs_low,998.0,05-28-1950
pagasa_station,"CORON, PALAWAN",March,month,strongest_winds,24 at S,03-27-1982
pagasa_station,"CORON, PALAWAN",March,month,temp_high,37.4,
pagasa_station,"CORON, PALAWAN",March,month,temp_low,13.4,04-29-2003
pagasa_station,"CORON, PALAWAN",May,month,rainfall_mm,185.9,01-15-1974
pagasa_station,"CORON, PALAWAN",May,month,sea_lvl_pressure_mbs_high,1021.6,11-13-1990
pagasa_station,"CORON, PALAWAN",May,month,sea_lvl_pressure_mbs_low,999.2,05-28-1950
pagasa_station,"CORON, PALAWAN",May,month,strongest_winds,25 at SW,05-26-2006
pagasa_station,"CORON, PALAWAN",May,month,temp_high,37.6,
pagasa_station,"CORON, PALAWAN",May,month,temp_low,18.1,04-29-2003
pagasa_station,"CORON, PALAWAN",November,month,rainfall_mm,210.6,01-15-1974
pagasa_station,"CORON, PALAWAN",November,month,sea_lvl_pressure_mbs_high,1017.1,11-13-1990
pagasa_station,"CORON, PALAWAN",November,month,sea_lvl_pressure_mbs_low,985.7,05-28-1950
pagasa_station,"CORON, PALAWAN",November,month,strongest_winds,40 at E,11-13-1990
pagasa_station,"CORON, PALAWAN",November,month,temp_high,37.0,
pagasa_station,"CORON, PALAWAN",November,month,temp_low,16.1,04-29-2003
pagasa_station,"CORON, PALAWAN",October,month,rainfall_mm,289.4,01-15-1974
pagasa_station,"CORON, PALAWAN",October,month,sea_lvl_pressure_mbs_high,1017.4,11-13-1990
pagasa_station,"CORON, PALAWAN",October,month,sea_lvl_pressure_mbs_low,994.9,05-28-1950
pagasa_station,"CORON, PALAWAN",October,month,strongest_winds,21 at E,10-29-1995
pagasa_station,"CORON, PALAWAN",October,month,temp_high,36.6,
pagasa_station,"CORON, PALAWAN",October,month,temp_low,17.2,04-29-2003
pagasa_station,"CORON, PALAWAN",September,month,rainfall_mm,266.1,01-15-1974
pagasa_station,"CORON, PALAWAN",September,month,sea_lvl_pressure_mbs_high,1016.9,11-13-1990
pagasa_station,"CORON, PALAWAN",September,month,sea_lvl_pressure_mbs_low,997.5,05-28-1950
pagasa_station,"CORON, PALAWAN",September,month,strongest_winds,20 at SSW,09-27-2011
pagasa_station,"CORON, PALAWAN",September,month,temp_high,34.6,
pagasa_station,"CORON, PALAWAN",September,month,temp_low,17.4,04-29-2003
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,rainfall_mm,83.1,01-26-2014
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,sea_lvl_pressure_mbs_high,1023.1,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,sea_lvl_pressure_mbs_low,1003.2,07-02-1986
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,strongest_winds,28 at NNW,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,temp_high,36.3,
pagasa_station,"COTABATO CITY, MAGUINDANAO",August,month,temp_low,20.5,04-28-2019
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,rainfall_mm,80.7,01-26-2014
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,sea_lvl_pressure_mbs_high,1022.1,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,sea_lvl_pressure_mbs_low,999.4,07-02-1986
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,strongest_winds,18 at W,02-25-2008
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,temp_high,37.3,
pagasa_station,"COTABATO CITY, MAGUINDANAO",February,month,temp_low,20.8,04-28-2019
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,rainfall_mm,62.4,01-26-2014
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,sea_lvl_pressure_mbs_high,1022.7,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,sea_lvl_pressure_mbs_low,1003.0,07-02-1986
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,strongest_winds,19 at N,01-24-1998
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,temp_high,36.8,
pagasa_station,"COTABATO CITY, MAGUINDANAO",January,month,temp_low,18.9,04-28-2019
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,rainfall_mm,109.0,01-26-2014
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,sea_lvl_pressure_mbs_high,1023.1,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,sea_lvl_pressure_mbs_low,1003.1,07-02-1986
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,strongest_winds,24 at WNW,05-17-1991
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,temp_high,38.6,
pagasa_station,"COTABATO CITY, MAGUINDANAO",May,month,temp_low,21.0,04-28-2019
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,rainfall_mm,116.0,01-26-2014
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,sea_lvl_pressure_mbs_high,1023.3,08-05-1993
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,sea_lvl_pressure_mbs_low,1003.9,07-02-1986
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,strongest_winds,23 at E,09-18-1989
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,temp_high,36.3,
pagasa_station,"COTABATO CITY, MAGUINDANAO",September,month,temp_low,20.8,04-28-2019
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,rainfall_mm,84.4,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,sea_lvl_pressure_mbs_high,1019.3,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,sea_lvl_pressure_mbs_low,1003.4,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,strongest_winds,17 at ENE,04-02-2017
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,temp_high,39.2,
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",April,month,temp_low,21.5,12-25-2016
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,rainfall_mm,293.0,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,sea_lvl_pressure_mbs_high,1015.1,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,sea_lvl_pressure_mbs_low,998.0,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,strongest_winds,25 at SW,08-18-1997
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,temp_high,36.3,
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",August,month,temp_low,21.4,12-25-2016
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,rainfall_mm,114.0,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,sea_lvl_pressure_mbs_high,1021.1,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,sea_lvl_pressure_mbs_low,1000.0,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,strongest_winds,21 at ENE,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,temp_high,34.5,
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",December,month,temp_low,18.5,12-25-2016
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,rainfall_mm,13.0,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,sea_lvl_pressure_mbs_high,1021.4,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,sea_lvl_pressure_mbs_low,1004.3,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,strongest_winds,21 at NE,02-13-2018
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,temp_high,38.0,
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",February,month,temp_low,17.3,12-25-2016
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,rainfall_mm,35.5,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,sea_lvl_pressure_mbs_high,1021.2,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,sea_lvl_pressure_mbs_low,1004.0,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,strongest_winds,25 at ENE,01-05-2020
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,temp_high,35.2,
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",January,month,temp_low,17.5,12-25-2016
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",March,month,rainfall_mm,46.0,12-26-1996
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",March,month,sea_lvl_pressure_mbs_high,1020.9,12-14-2021
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",March,month,sea_lvl_pressure_mbs_low,1001.3,12-27-2001
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",March,month,strongest_winds,19 at ENE,03-17-2011
pagasa_station,"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",March,month,temp_high,36.8,
